7:00	9:00	Free
9:00	12:00	Work
12:00	13:00	Break
13:00	15:00	Work
15:00	15:30	Break
15:30	17:00	Work
17:00	19:00	Free
19:00	21:00	Work
21:00	23:00	Free
23:00	7:00	Sleep
